Time Sec,Position mm,200LB lb,Cycle,,,,,,,,,,,,,,,,,,
20.6,12.516,0.0542879,1,,,,,,,,,,,,,,,,,,
20.7,12.5126,0.0231981,1,,,,,,,,,,,,,,,,,,
20.8,12.5123,0.049448,1,,,,,,,,,,,,,,,,,,
20.9,12.5083,0.0135183,1,,,,,,,,,,,,,,,,,,
21,12.5069,0.00827312,1,,,,,,,,,,,,,,,,,,
21.1,12.5065,0.124002,1,,,,,,,,,,,,,,,,,,
21.2,12.503,0.0466824,1,,,,,,,,,,,,,,,,,,
21.3,12.5037,0.070715,1,,,,,,,,,,,,,,,,,,
21.4,12.4998,0.0531197,1,,,,,,,,,,,,,,,,,,
21.5,12.5003,0.014782,1,,,,,,,,,,,,,,,,,,
21.6,12.4995,0.0470161,1,,,,,,,,,,,,,,,,,,
21.7,12.4993,0.0536919,1,,,,,,,,,,,,,,,,,,
21.8,12.497,0.0351429,1,,,,,,,,,,,,,,,,,,
21.9,12.4986,0.0279188,1,,,,,,,,,,,,,,,,,,
22,12.4961,-0.0584841,1,,,,,,,,,,,,,,,,,,
22.1,12.4957,0.088954,1,,,,,,,,,,,,,,,,,,
22.2,12.4946,0.0376463,1,,,,,,,,,,,,,,,,,,
22.3,12.4945,0.0952959,1,,,,,,,,,,,,,,,,,,
22.4,12.4934,0.111651,1,,,,,,,,,,,,,,,,,,
22.5,12.4943,0.0546694,1,,,,,,,,,,,,,,,,,,
22.6,12.4933,-9.54E-04,1,,,,,,,,,,,,,,,,,,
22.7,12.4926,0.0727654,1,,,,,,,,,,,,,,,,,,
22.8,12.4935,0.0801802,1,,,,,,,,,,,,,,,,,,
22.9,12.4914,0.146461,1,,,,,,,,,,,,,,,,,,
23,12.4921,0.0564337,1,,,,,,,,,,,,,,,,,,
23.1,12.4914,0.0345707,1,,,,,,,,,,,,,,,,,,
23.2,12.4917,0.0196695,1,,,,,,,,,,,,,,,,,,
23.3,12.4895,0.0389814,1,,,,,,,,,,,,,,,,,,
23.4,12.4905,0.0369787,1,,,,,,,,,,,,,,,,,,
23.5,12.4915,0.04282,1,,,,,,,,,,,,,,,,,,
23.6,12.4917,0.0709772,1,,,,,,,,,,,,,,,,,,
23.7,12.4902,0.0546217,1,,,,,,,,,,,,,,,,,,
23.8,12.4905,0.0810385,1,,,,,,,,,,,,,,,,,,
23.9,12.4905,0.0660658,1,,,,,,,,,,,,,,,,,,
24,12.4911,0.0796318,1,,,,,,,,,,,,,,,,,,
24.1,12.4897,0.156236,1,,,,,,,,,,,,,,,,,,
24.2,12.4902,0.0538588,1,,,,,,,,,,,,,,,,,,
24.3,12.4914,0.150824,1,,,,,,,,,,,,,,,,,,
24.4,12.4882,0.0905991,1,,,,,,,,,,,,,,,,,,
24.5,12.4912,0.0402689,1,,,,,,,,,,,,,,,,,,
24.6,12.4887,0.0602722,1,,,,,,,,,,,,,,,,,,
24.7,12.4913,0.0819683,1,,,,,,,,,,,,,,,,,,
24.8,12.4897,0.0573397,1,,,,,,,,,,,,,,,,,,
24.9,12.4898,0.10035,1,,,,,,,,,,,,,,,,,,
25,12.4907,0.0642777,1,,,,,,,,,,,,,,,,,,
25.1,12.4896,0.0421762,1,,,,,,,,,,,,,,,,,,
25.2,12.4897,0.0686646,1,,,,,,,,,,,,,,,,,,
25.3,12.4886,0.0506878,1,,,,,,,,,,,,,,,,,,
25.4,12.4897,0.0423908,1,,,,,,,,,,,,,,,,,,
25.5,12.4887,0.0120878,1,,,,,,,,,,,,,,,,,,
25.6,12.4908,0.0376463,1,,,,,,,,,,,,,,,,,,
25.7,12.4899,-2.74E-04,1,,,,,,,,,,,,,,,,,,
25.8,12.4901,0.0530958,1,,,,,,,,,,,,,,,,,,
25.9,12.4894,0.0363588,1,,,,,,,,,,,,,,,,,,
