Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
1.049,4216.4118,3568.5042,2968.9944,-0.50580674,2.9809431,1.0649362,1.8900182,0.31545235,2.2139325,5.9914538,7.3347625,0.0049911368
1.05,4215.8714,3567.9983,2968.6544,-0.50581662,2.9790533,1.0646207,1.8897897,0.31542646,2.2136908,5.9912212,7.3357605,0.0049900479
1.051,4215.3309,3567.4925,2968.3144,-0.50582654,2.9771638,1.0643053,1.8895612,0.31540057,2.2134491,5.9909884,7.3367583,0.0049889596
1.052,4214.7903,3566.9867,2967.9744,-0.50583648,2.9752744,1.06399,1.8893327,0.31537468,2.2132073,5.9907557,7.3377559,0.0049878717
1.053,4214.2496,3566.4809,2967.6343,-0.50584646,2.9733853,1.0636746,1.8891042,0.3153488,2.2129655,5.9905229,7.3387532,0.0049867842
1.054,4213.7089,3565.975,2967.2941,-0.50585647,2.9714965,1.0633593,1.8888757,0.31532292,2.2127236,5.99029,7.3397504,0.0049856973
1.055,4213.1681,3565.4692,2966.954,-0.50586652,2.9696078,1.063044,1.8886473,0.31529704,2.2124817,5.9900571,7.3407473,0.0049846108
1.056,4212.6272,3564.9633,2966.6137,-0.50587659,2.9677194,1.0627287,1.8884188,0.31527116,2.2122398,5.9898242,7.341744,0.0049835248
1.057,4212.0863,3564.4574,2966.2735,-0.5058867,2.9658312,1.0624135,1.8881904,0.31524528,2.2119979,5.9895911,7.3427405,0.0049824393
1.058,4211.5453,3563.9515,2965.9331,-0.50589684,2.9639432,1.0620983,1.8879619,0.31521941,2.2117559,5.9893581,7.3437368,0.0049813542
1.059,4211.0042,3563.4456,2965.5928,-0.50590701,2.9620555,1.0617831,1.8877335,0.31519354,2.2115139,5.989125,7.3447328,0.0049802697
1.06,4210.4631,3562.9397,2965.2524,-0.50591721,2.960168,1.0614679,1.8875051,0.31516767,2.2112719,5.9888918,7.3457287,0.0049791855
1.061,4209.9219,3562.4338,2964.912,-0.50592745,2.9582807,1.0611528,1.8872766,0.3151418,2.2110298,5.9886586,7.3467243,0.0049781019
1.062,4209.3807,3561.9279,2964.5715,-0.50593771,2.9563937,1.0608376,1.8870482,0.31511593,2.2107877,5.9884253,7.3477197,0.0049770187
1.063,4208.8393,3561.4219,2964.231,-0.505948,2.9545069,1.0605226,1.8868198,0.31509006,2.2105456,5.9881919,7.3487149,0.004975936
1.064,4208.2979,3560.916,2963.8904,-0.50595833,2.9526203,1.0602075,1.8865914,0.3150642,2.2103034,5.9879585,7.3497098,0.0049748537
1.065,4207.7565,3560.41,2963.5498,-0.50596868,2.9507339,1.0598925,1.8863629,0.31503834,2.2100612,5.9877251,7.3507046,0.0049737719
1.066,4207.215,3559.9041,2963.2092,-0.50597907,2.9488478,1.0595774,1.8861345,0.31501247,2.209819,5.9874916,7.3516991,0.0049726906
1.067,4206.6734,3559.3981,2962.8685,-0.50598949,2.9469619,1.0592625,1.8859061,0.31498661,2.2095767,5.987258,7.3526935,0.0049716097
1.068,4206.1318,3558.8921,2962.5278,-0.50599993,2.9450762,1.0589475,1.8856777,0.31496075,2.2093345,5.9870243,7.3536876,0.0049705293
1.069,4205.5901,3558.3861,2962.187,-0.50601041,2.9431907,1.0586326,1.8854493,0.3149349,2.2090922,5.9867906,7.3546815,0.0049694493
1.07,4205.0484,3557.8801,2961.8462,-0.50602091,2.9413055,1.0583177,1.8852209,0.31490904,2.2088498,5.9865569,7.3556751,0.0049683698
1.071,4204.5065,3557.3741,2961.5054,-0.50603145,2.9394205,1.0580028,1.8849925,0.31488318,2.2086075,5.986323,7.3566686,0.0049672908
1.072,4203.9647,3556.868,2961.1645,-0.50604202,2.9375358,1.0576879,1.884764,0.31485733,2.2083651,5.9860892,7.3576618,0.0049662122
1.073,4203.4227,3556.362,2960.8236,-0.50605261,2.9356512,1.0573731,1.8845356,0.31483147,2.2081226,5.9858552,7.3586549,0.004965134
1.074,4202.8808,3555.8559,2960.4827,-0.50606324,2.9337669,1.0570583,1.8843072,0.31480562,2.2078802,5.9856212,7.3596477,0.0049640563
1.075,4202.3387,3555.3499,2960.1417,-0.50607389,2.9318828,1.0567435,1.8840788,0.31477977,2.2076377,5.9853871,7.3606403,0.0049629791
1.076,4201.7966,3554.8438,2959.8007,-0.50608458,2.929999,1.0564287,1.8838503,0.31475392,2.2073952,5.9851529,7.3616326,0.0049619023
1.077,4201.2544,3554.3377,2959.4596,-0.50609529,2.9281154,1.056114,1.8836219,0.31472807,2.2071527,5.9849187,7.3626248,0.0049608259
1.078,4200.7122,3553.8316,2959.1186,-0.50610603,2.926232,1.0557993,1.8833935,0.31470222,2.2069101,5.9846844,7.3636168,0.00495975
1.079,4200.1699,3553.3255,2958.7774,-0.5061168,2.9243488,1.0554846,1.883165,0.31467637,2.2066675,5.9844501,7.3646085,0.0049586746
1.08,4199.6276,3552.8194,2958.4363,-0.5061276,2.9224659,1.05517,1.8829366,0.31465052,2.2064249,5.9842156,7.3656,0.0049575995
1.081,4199.0852,3552.3133,2958.0951,-0.50613843,2.9205832,1.0548554,1.8827081,0.31462467,2.2061823,5.9839811,7.3665913,0.004956525
1.082,4198.5428,3551.8071,2957.7539,-0.50614929,2.9187007,1.0545408,1.8824796,0.31459882,2.2059396,5.9837466,7.3675824,0.0049554509
1.083,4198.0003,3551.301,2957.4126,-0.50616017,2.9168184,1.0542262,1.8822512,0.31457298,2.205697,5.9835119,7.3685733,0.0049543772
1.084,4197.4577,3550.7948,2957.0713,-0.50617109,2.9149364,1.0539116,1.8820227,0.31454713,2.2054542,5.9832772,7.3695639,0.0049533039
1.085,4196.9151,3550.2887,2956.73,-0.50618203,2.9130546,1.0535971,1.8817942,0.31452129,2.2052115,5.9830425,7.3705544,0.0049522311
1.086,4196.3724,3549.7825,2956.3886,-0.50619301,2.9111731,1.0532826,1.8815657,0.31449544,2.2049687,5.9828076,7.3715446,0.0049511588
1.087,4195.8297,3549.2763,2956.0472,-0.50620401,2.9092917,1.0529682,1.8813372,0.3144696,2.2047259,5.9825727,7.3725346,0.0049500869
1.088,4195.2869,3548.7701,2955.7057,-0.50621504,2.9074106,1.0526537,1.8811087,0.31444375,2.2044831,5.9823377,7.3735244,0.0049490154
1.089,4194.7441,3548.2639,2955.3643,-0.50622609,2.9055297,1.0523393,1.8808802,0.31441791,2.2042403,5.9821026,7.374514,0.0049479444
1.09,4194.2012,3547.7576,2955.0228,-0.50623718,2.9036491,1.0520249,1.8806517,0.31439207,2.2039974,5.9818675,7.3755034,0.0049468737
1.091,4193.6583,3547.2514,2954.6812,-0.50624829,2.9017687,1.0517105,1.8804232,0.31436622,2.2037545,5.9816323,7.3764926,0.0049458036
1.092,4193.1153,3546.7452,2954.3397,-0.50625943,2.8998885,1.0513962,1.8801946,0.31434038,2.2035116,5.981397,7.3774815,0.0049447338
1.093,4192.5723,3546.2389,2953.9981,-0.50627061,2.8980085,1.0510819,1.8799661,0.31431454,2.2032687,5.9811616,7.3784703,0.0049436646
1.094,4192.0292,3545.7326,2953.6564,-0.5062818,2.8961288,1.0507676,1.8797375,0.3142887,2.2030257,5.9809262,7.3794588,0.0049425957
1.095,4191.486,3545.2263,2953.3147,-0.50629303,2.8942492,1.0504533,1.8795089,0.31426285,2.2027827,5.9806907,7.3804471,0.0049415273
1.096,4190.9428,3544.72,2952.973,-0.50630428,2.89237,1.0501391,1.8792803,0.31423701,2.2025397,5.9804551,7.3814352,0.0049404593
1.097,4190.3996,3544.2137,2952.6313,-0.50631557,2.8904909,1.0498249,1.8790518,0.31421117,2.2022967,5.9802194,7.382423,0.0049393917
1.098,4189.8562,3543.7074,2952.2895,-0.50632688,2.8886121,1.0495107,1.8788231,0.31418533,2.2020536,5.9799837,7.3834107,0.0049383246
1.099,4189.3129,3543.2011,2951.9477,-0.50633821,2.8867335,1.0491965,1.8785945,0.31415949,2.2018106,5.9797479,7.3843982,0.0049372579
1.1,4188.7695,3542.6948,2951.6059,-0.50634958,2.8848551,1.0488824,1.8783659,0.31413365,2.2015675,5.979512,7.3853854,0.0049361916
1.101,4188.226,3542.1884,2951.264,-0.50636097,2.882977,1.0485683,1.8781373,0.31410781,2.2013243,5.979276,7.3863724,0.0049351257
1.102,4187.6825,3541.6821,2950.9221,-0.50637239,2.8810991,1.0482542,1.8779086,0.31408197,2.2010812,5.97904,7.3873592,0.0049340603
1.103,4187.1389,3541.1757,2950.5802,-0.50638384,2.8792214,1.0479402,1.87768,0.31405612,2.200838,5.9788038,7.3883458,0.0049329953
1.104,4186.5953,3540.6693,2950.2382,-0.50639532,2.877344,1.0476261,1.8774513,0.31403028,2.2005948,5.9785676,7.3893322,0.0049319308
1.105,4186.0517,3540.1629,2949.8962,-0.50640682,2.8754667,1.0473121,1.8772226,0.31400444,2.2003516,5.9783313,7.3903184,0.0049308666
1.106,4185.5079,3539.6565,2949.5542,-0.50641835,2.8735897,1.0469981,1.8769939,0.3139786,2.2001083,5.978095,7.3913044,0.0049298029
1.107,4184.9642,3539.1501,2949.2121,-0.50642991,2.871713,1.0466842,1.8767652,0.31395276,2.1998651,5.9778585,7.3922901,0.0049287396
1.108,4184.4203,3538.6436,2948.87,-0.5064415,2.8698364,1.0463703,1.8765365,0.31392692,2.1996218,5.977622,7.3932756,0.0049276767
1.109,4183.8765,3538.1372,2948.5279,-0.50645311,2.8679601,1.0460564,1.8763077,0.31390108,2.1993785,5.9773854,7.394261,0.0049266143
1.11,4183.3326,3537.6308,2948.1858,-0.50646475,2.866084,1.0457425,1.876079,0.31387524,2.1991351,5.9771487,7.3952461,0.0049255523
1.111,4182.7886,3537.1243,2947.8436,-0.50647642,2.8642082,1.0454286,1.8758502,0.31384939,2.1988918,5.976912,7.396231,0.0049244907
1.112,4182.2446,3536.6178,2947.5014,-0.50648812,2.8623326,1.0451148,1.8756214,0.31382355,2.1986484,5.9766751,7.3972157,0.0049234295
1.113,4181.7005,3536.1113,2947.1591,-0.50649984,2.8604572,1.044801,1.8753926,0.31379771,2.198405,5.9764382,7.3982001,0.0049223688
1.114,4181.1564,3535.6048,2946.8168,-0.50651159,2.858582,1.0444872,1.8751638,0.31377187,2.1981616,5.9762012,7.3991844,0.0049213084
1.115,4180.6122,3535.0983,2946.4745,-0.50652337,2.8567071,1.0441735,1.874935,0.31374603,2.1979181,5.9759641,7.4001684,0.0049202485
1.116,4180.068,3534.5918,2946.1322,-0.50653517,2.8548324,1.0438598,1.8747062,0.31372018,2.1976746,5.9757269,7.4011523,0.004919189
1.117,4179.5237,3534.0853,2945.7898,-0.506547,2.8529579,1.0435461,1.8744773,0.31369434,2.1974311,5.9754897,7.4021359,0.00491813
1.118,4178.9794,3533.5787,2945.4474,-0.50655886,2.8510837,1.0432324,1.8742484,0.3136685,2.1971876,5.9752524,7.4031193,0.0049170713
1.119,4178.435,3533.0721,2945.105,-0.50657075,2.8492096,1.0429188,1.8740196,0.31364266,2.1969441,5.9750149,7.4041025,0.0049160131
1.12,4177.8906,3532.5656,2944.7625,-0.50658266,2.8473358,1.0426052,1.8737907,0.31361681,2.1967005,5.9747775,7.4050855,0.0049149552
1.121,4177.3462,3532.059,2944.42,-0.5065946,2.8454623,1.0422916,1.8735617,0.31359097,2.196457,5.9745399,7.4060683,0.0049138978
1.122,4176.8016,3531.5524,2944.0775,-0.50660657,2.843589,1.041978,1.8733328,0.31356512,2.1962134,5.9743022,7.4070509,0.0049128408
1.123,4176.2571,3531.0458,2943.7349,-0.50661857,2.8417158,1.0416645,1.8731039,0.31353928,2.1959697,5.9740645,7.4080332,0.0049117843
1.124,4175.7125,3530.5392,2943.3924,-0.50663059,2.839843,1.0413509,1.8728749,0.31351343,2.1957261,5.9738266,7.4090154,0.0049107281
1.125,4175.1678,3530.0325,2943.0497,-0.50664264,2.8379703,1.0410375,1.8726459,0.31348759,2.1954824,5.9735887,7.4099973,0.0049096724
1.126,4174.6231,3529.5259,2942.7071,-0.50665472,2.8360979,1.040724,1.8724169,0.31346174,2.1952387,5.9733507,7.410979,0.004908617
1.127,4174.0783,3529.0192,2942.3644,-0.50666682,2.8342257,1.0404106,1.8721879,0.3134359,2.194995,5.9731127,7.4119605,0.0049075621
1.128,4173.5335,3528.5126,2942.0217,-0.50667895,2.8323538,1.0400971,1.8719589,0.31341005,2.1947513,5.9728745,7.4129418,0.0049065076
1.129,4172.9887,3528.0059,2941.679,-0.50669111,2.830482,1.0397838,1.8717299,0.3133842,2.1945075,5.9726363,7.4139229,0.0049054535
1.13,4172.4438,3527.4992,2941.3362,-0.50670329,2.8286105,1.0394704,1.8715008,0.31335836,2.1942638,5.9723979,7.4149038,0.0049043999
1.131,4171.8988,3526.9925,2940.9934,-0.5067155,2.8267393,1.0391571,1.8712717,0.31333251,2.19402,5.9721595,7.4158845,0.0049033466
1.132,4171.3538,3526.4858,2940.6506,-0.50672774,2.8248682,1.0388438,1.8710426,0.31330666,2.1937761,5.971921,7.4168649,0.0049022937
1.133,4170.8088,3525.9791,2940.3077,-0.50674001,2.8229974,1.0385305,1.8708135,0.31328081,2.1935323,5.9716824,7.4178452,0.0049012413
1.134,4170.2637,3525.4723,2939.9648,-0.5067523,2.8211268,1.0382172,1.8705844,0.31325496,2.1932884,5.9714438,7.4188252,0.0049001892
1.135,4169.7185,3524.9656,2939.6219,-0.50676462,2.8192565,1.037904,1.8703553,0.31322911,2.1930446,5.971205,7.419805,0.0048991376
1.136,4169.1733,3524.4588,2939.279,-0.50677697,2.8173863,1.0375908,1.8701261,0.31320326,2.1928006,5.9709662,7.4207847,0.0048980864
1.137,4168.6281,3523.952,2938.936,-0.50678934,2.8155164,1.0372776,1.8698969,0.31317741,2.1925567,5.9707273,7.4217641,0.0048970356
1.138,4168.0828,3523.4452,2938.593,-0.50680174,2.8136468,1.0369645,1.8696677,0.31315156,2.1923128,5.9704883,7.4227433,0.0048959852
1.139,4167.5375,3522.9384,2938.2499,-0.50681417,2.8117773,1.0366513,1.8694385,0.31312571,2.1920688,5.9702492,7.4237223,0.0048949352
1.14,4166.9921,3522.4316,2937.9069,-0.50682662,2.8099081,1.0363382,1.8692093,0.31309986,2.1918248,5.97001,7.424701,0.0048938856
1.141,4166.4467,3521.9248,2937.5638,-0.50683911,2.8080391,1.0360252,1.86898,0.31307401,2.1915808,5.9697707,7.4256796,0.0048928364
1.142,4165.9012,3521.418,2937.2206,-0.50685161,2.8061704,1.0357121,1.8687508,0.31304815,2.1913368,5.9695314,7.426658,0.0048917876
1.143,4165.3557,3520.9111,2936.8775,-0.50686415,2.8043019,1.0353991,1.8685215,0.3130223,2.1910927,5.969292,7.4276361,0.0048907393
1.144,4164.8101,3520.4042,2936.5343,-0.50687671,2.8024336,1.0350861,1.8682922,0.31299645,2.1908487,5.9690524,7.428614,0.0048896913
1.145,4164.2645,3519.8974,2936.1911,-0.5068893,2.8005655,1.0347731,1.8680629,0.31297059,2.1906046,5.9688128,7.4295918,0.0048886437
1.146,4163.7188,3519.3905,2935.8478,-0.50690192,2.7986977,1.0344602,1.8678335,0.31294473,2.1903604,5.9685732,7.4305693,0.0048875966
1.147,4163.1731,3518.8836,2935.5046,-0.50691456,2.7968301,1.0341473,1.8676042,0.31291888,2.1901163,5.9683334,7.4315466,0.0048865498
1.148,4162.6273,3518.3767,2935.1613,-0.50692723,2.7949627,1.0338344,1.8673748,0.31289302,2.1898722,5.9680935,7.4325237,0.0048855035
1.149,4162.0815,3517.8697,2934.8179,-0.50693993,2.7930956,1.0335215,1.8671454,0.31286716,2.189628,5.9678536,7.4335006,0.0048844575
1.15,4161.5356,3517.3628,2934.4746,-0.50695265,2.7912286,1.0332087,1.866916,0.31284131,2.1893838,5.9676135,7.4344773,0.004883412
1.151,4160.9897,3516.8558,2934.1312,-0.5069654,2.789362,1.0328959,1.8666866,0.31281545,2.1891396,5.9673734,7.4354538,0.0048823668
1.152,4160.4438,3516.3489,2933.7877,-0.50697818,2.7874955,1.0325831,1.8664571,0.31278959,2.1888953,5.9671332,7.43643,0.0048813221
1.153,4159.8978,3515.8419,2933.4443,-0.50699099,2.7856293,1.0322703,1.8662277,0.31276373,2.188651,5.9668929,7.4374061,0.0048802778
1.154,4159.3517,3515.3349,2933.1008,-0.50700382,2.7837633,1.0319576,1.8659982,0.31273787,2.1884068,5.9666525,7.4383819,0.0048792338
1.155,4158.8056,3514.8279,2932.7573,-0.50701668,2.7818975,1.0316448,1.8657687,0.31271201,2.1881625,5.966412,7.4393576,0.0048781903
1.156,4158.2595,3514.3209,2932.4138,-0.50702957,2.780032,1.0313322,1.8655392,0.31268614,2.1879181,5.9661715,7.440333,0.0048771471
1.157,4157.7133,3513.8139,2932.0702,-0.50704248,2.7781667,1.0310195,1.8653096,0.31266028,2.1876738,5.9659308,7.4413082,0.0048761044
1.158,4157.167,3513.3068,2931.7266,-0.50705542,2.7763016,1.0307069,1.86508,0.31263442,2.1874294,5.9656901,7.4422832,0.0048750621
1.159,4156.6208,3512.7998,2931.383,-0.50706839,2.7744367,1.0303943,1.8648505,0.31260855,2.187185,5.9654493,7.443258,0.0048740201
1.16,4156.0744,3512.2927,2931.0393,-0.50708138,2.7725721,1.0300817,1.8646209,0.31258269,2.1869406,5.9652084,7.4442326,0.0048729786
1.161,4155.528,3511.7856,2930.6956,-0.5070944,2.7707077,1.0297691,1.8643912,0.31255682,2.1866962,5.9649674,7.445207,0.0048719374
1.162,4154.9816,3511.2785,2930.3519,-0.50710745,2.7688436,1.0294566,1.8641616,0.31253096,2.1864517,5.9647263,7.4461812,0.0048708967
1.163,4154.4351,3510.7714,2930.0082,-0.50712052,2.7669796,1.0291441,1.863932,0.31250509,2.1862073,5.9644851,7.4471552,0.0048698563
1.164,4153.8886,3510.2643,2929.6644,-0.50713363,2.7651159,1.0288316,1.8637023,0.31247922,2.1859628,5.9642439,7.4481289,0.0048688164
1.165,4153.3421,3509.7571,2929.3206,-0.50714675,2.7632524,1.0285192,1.8634726,0.31245335,2.1857183,5.9640025,7.4491025,0.0048677768
1.166,4152.7954,3509.25,2928.9767,-0.50715991,2.7613892,1.0282067,1.8632429,0.31242748,2.1854737,5.9637611,7.4500758,0.0048667376
1.167,4152.2488,3508.7428,2928.6329,-0.50717309,2.7595262,1.0278943,1.8630131,0.31240161,2.1852292,5.9635196,7.451049,0.0048656989
1.168,4151.7021,3508.2357,2928.289,-0.5071863,2.7576634,1.0275819,1.8627834,0.31237574,2.1849846,5.963278,7.4520219,0.0048646605
1.169,4151.1553,3507.7285,2927.9451,-0.50719954,2.7558009,1.0272696,1.8625536,0.31234987,2.18474,5.9630363,7.4529946,0.0048636225
1.17,4150.6085,3507.2213,2927.6011,-0.50721281,2.7539385,1.0269573,1.8623238,0.312324,2.1844954,5.9627945,7.4539671,0.0048625849
1.171,4150.0616,3506.7141,2927.2571,-0.5072261,2.7520764,1.026645,1.862094,0.31229812,2.1842508,5.9625526,7.4549394,0.0048615477
1.172,4149.5147,3506.2068,2926.9131,-0.50723942,2.7502146,1.0263327,1.8618642,0.31227225,2.1840061,5.9623107,7.4559115,0.004860511
1.173,4148.9678,3505.6996,2926.5691,-0.50725276,2.7483529,1.0260205,1.8616343,0.31224637,2.1837614,5.9620686,7.4568834,0.0048594745
1.174,4148.4208,3505.1924,2926.225,-0.50726613,2.7464915,1.0257082,1.8614044,0.3122205,2.1835167,5.9618265,7.4578551,0.0048584385
1.175,4147.8738,3504.6851,2925.8809,-0.50727953,2.7446304,1.025396,1.8611745,0.31219462,2.183272,5.9615842,7.4588266,0.0048574029
1.176,4147.3267,3504.1778,2925.5368,-0.50729296,2.7427694,1.0250839,1.8609446,0.31216874,2.1830273,5.9613419,7.4597979,0.0048563677
1.177,4146.7795,3503.6705,2925.1926,-0.50730642,2.7409087,1.0247717,1.8607147,0.31214287,2.1827825,5.9610995,7.460769,0.0048553328
1.178,4146.2324,3503.1632,2924.8484,-0.5073199,2.7390482,1.0244596,1.8604847,0.31211699,2.1825377,5.960857,7.4617398,0.0048542984
1.179,4145.6851,3502.6559,2924.5042,-0.50733341,2.737188,1.0241475,1.8602548,0.31209111,2.1822929,5.9606144,7.4627105,0.0048532643
1.18,4145.1378,3502.1486,2924.16,-0.50734694,2.7353279,1.0238355,1.8600248,0.31206523,2.1820481,5.9603718,7.4636809,0.0048522307
1.181,4144.5905,3501.6412,2923.8157,-0.5073605,2.7334681,1.0235234,1.8597947,0.31203934,2.1818033,5.960129,7.4646511,0.0048511974
1.182,4144.0431,3501.1338,2923.4714,-0.50737409,2.7316086,1.0232114,1.8595647,0.31201346,2.1815584,5.9598862,7.4656212,0.0048501645
1.183,4143.4957,3500.6265,2923.1271,-0.50738771,2.7297492,1.0228994,1.8593347,0.31198758,2.1813135,5.9596432,7.466591,0.004849132
1.184,4142.9483,3500.1191,2922.7827,-0.50740135,2.7278901,1.0225875,1.8591046,0.31196169,2.1810686,5.9594002,7.4675606,0.0048480999
1.185,4142.4007,3499.6117,2922.4383,-0.50741503,2.7260313,1.0222755,1.8588745,0.31193581,2.1808237,5.9591571,7.46853,0.0048470682
1.186,4141.8532,3499.1043,2922.0939,-0.50742873,2.7241726,1.0219636,1.8586444,0.31190992,2.1805787,5.9589139,7.4694992,0.0048460369
1.187,4141.3056,3498.5968,2921.7494,-0.50744245,2.7223142,1.0216517,1.8584142,0.31188404,2.1803337,5.9586706,7.4704683,0.0048450059
1.188,4140.7579,3498.0894,2921.405,-0.5074562,2.720456,1.0213399,1.8581841,0.31185815,2.1800888,5.9584272,7.471437,0.0048439754
1.189,4140.2102,3497.5819,2921.0604,-0.50746999,2.7185981,1.021028,1.8579539,0.31183226,2.1798437,5.9581837,7.4724056,0.0048429452
1.19,4139.6625,3497.0745,2920.7159,-0.50748379,2.7167403,1.0207162,1.8577237,0.31180637,2.1795987,5.9579402,7.473374,0.0048419154
1.191,4139.1147,3496.567,2920.3713,-0.50749763,2.7148828,1.0204044,1.8574935,0.31178048,2.1793537,5.9576965,7.4743422,0.004840886
1.192,4138.5668,3496.0595,2920.0267,-0.50751149,2.7130256,1.0200927,1.8572632,0.31175459,2.1791086,5.9574528,7.4753102,0.004839857
1.193,4138.0189,3495.552,2919.6821,-0.50752538,2.7111686,1.019781,1.857033,0.3117287,2.1788635,5.957209,7.4762779,0.0048388284
1.194,4137.471,3495.0445,2919.3375,-0.5075393,2.7093117,1.0194693,1.8568027,0.3117028,2.1786184,5.956965,7.4772455,0.0048378001
1.195,4136.923,3494.5369,2918.9928,-0.50755324,2.7074552,1.0191576,1.8565724,0.31167691,2.1783732,5.956721,7.4782128,0.0048367723
1.196,4136.375,3494.0294,2918.6481,-0.50756721,2.7055988,1.0188459,1.8563421,0.31165101,2.1781281,5.9564769,7.47918,0.0048357448
1.197,4135.8269,3493.5218,2918.3033,-0.50758121,2.7037427,1.0185343,1.8561117,0.31162512,2.1778829,5.9562327,7.4801469,0.0048347177
1.198,4135.2788,3493.0142,2917.9585,-0.50759524,2.7018868,1.0182227,1.8558814,0.31159922,2.1776377,5.9559885,7.4811137,0.004833691
1.199,4134.7306,3492.5066,2917.6137,-0.50760929,2.7000312,1.0179111,1.855651,0.31157332,2.1773925,5.9557441,7.4820802,0.0048326647
1.2,4134.1824,3491.999,2917.2689,-0.50762338,2.6981758,1.0175996,1.8554206,0.31154742,2.1771473,5.9554996,7.4830465,0.0048316388
1.201,4133.6341,3491.4914,2916.924,-0.50763748,2.6963206,1.0172881,1.8551901,0.31152152,2.176902,5.9552551,7.4840127,0.0048306132
1.202,4133.0858,3490.9837,2916.5791,-0.50765162,2.6944656,1.0169766,1.8549597,0.31149562,2.1766567,5.9550105,7.4849786,0.004829588
1.203,4132.5374,3490.4761,2916.2342,-0.50766578,2.6926109,1.0166651,1.8547292,0.31146972,2.1764114,5.9547657,7.4859443,0.0048285633
1.204,4131.989,3489.9684,2915.8893,-0.50767998,2.6907564,1.0163537,1.8544987,0.31144382,2.1761661,5.9545209,7.4869098,0.0048275388
1.205,4131.4405,3489.4607,2915.5443,-0.50769419,2.6889021,1.0160422,1.8542682,0.31141791,2.1759207,5.954276,7.4878751,0.0048265148
1.206,4130.892,3488.9531,2915.1993,-0.50770844,2.6870481,1.0157308,1.8540377,0.31139201,2.1756754,5.954031,7.4888402,0.0048254912
1.207,4130.3435,3488.4453,2914.8542,-0.50772271,2.6851943,1.0154195,1.8538071,0.3113661,2.17543,5.9537859,7.4898051,0.0048244679
1.208,4129.7949,3487.9376,2914.5092,-0.50773702,2.6833407,1.0151081,1.8535765,0.3113402,2.1751846,5.9535408,7.4907698,0.004823445
1.209,4129.2462,3487.4299,2914.1641,-0.50775135,2.6814874,1.0147968,1.8533459,0.31131429,2.1749392,5.9532955,7.4917343,0.0048224225
1.21,4128.6975,3486.9221,2913.8189,-0.5077657,2.6796342,1.0144855,1.8531153,0.31128838,2.1746937,5.9530501,7.4926985,0.0048214004
1.211,4128.1488,3486.4144,2913.4738,-0.50778009,2.6777814,1.0141743,1.8528847,0.31126247,2.1744482,5.9528047,7.4936626,0.0048203786
1.212,4127.6,3485.9066,2913.1286,-0.5077945,2.6759287,1.013863,1.852654,0.31123656,2.1742028,5.9525592,7.4946265,0.0048193573
1.213,4127.0511,3485.3988,2912.7834,-0.50780894,2.6740763,1.0135518,1.8524233,0.31121065,2.1739572,5.9523135,7.4955902,0.0048183363
1.214,4126.5022,3484.891,2912.4381,-0.5078234,2.6722241,1.0132406,1.8521926,0.31118473,2.1737117,5.9520678,7.4965536,0.0048173157
1.215,4125.9533,3484.3832,2912.0929,-0.5078379,2.6703721,1.0129295,1.8519619,0.31115882,2.1734662,5.951822,7.4975169,0.0048162954
1.216,4125.4043,3483.8753,2911.7476,-0.50785242,2.6685204,1.0126184,1.8517312,0.31113291,2.1732206,5.9515761,7.4984799,0.0048152756
1.217,4124.8553,3483.3675,2911.4022,-0.50786697,2.6666689,1.0123072,1.8515004,0.31110699,2.172975,5.9513301,7.4994428,0.0048142561
1.218,4124.3062,3482.8596,2911.0568,-0.50788155,2.6648176,1.0119962,1.8512696,0.31108107,2.1727294,5.9510841,7.5004054,0.004813237
1.219,4123.7571,3482.3517,2910.7115,-0.50789615,2.6629666,1.0116851,1.8510388,0.31105515,2.1724837,5.9508379,7.5013679,0.0048122183
1.22,4123.2079,3481.8438,2910.366,-0.50791079,2.6611158,1.0113741,1.850808,0.31102924,2.1722381,5.9505916,7.5023301,0.0048111999
1.221,4122.6587,3481.3359,2910.0206,-0.50792545,2.6592652,1.0110631,1.8505771,0.31100332,2.1719924,5.9503453,7.5032922,0.0048101819
1.222,4122.1094,3480.828,2909.6751,-0.50794014,2.6574149,1.0107521,1.8503462,0.31097739,2.1717467,5.9500988,7.504254,0.0048091643
1.223,4121.5601,3480.3201,2909.3296,-0.50795485,2.6555647,1.0104411,1.8501153,0.31095147,2.171501,5.9498523,7.5052156,0.0048081471
1.224,4121.0107,3479.8121,2908.984,-0.5079696,2.6537149,1.0101302,1.8498844,0.31092555,2.1712552,5.9496057,7.506177,0.0048071303
1.225,4120.4613,3479.3041,2908.6385,-0.50798437,2.6518652,1.0098193,1.8496535,0.31089962,2.1710095,5.949359,7.5071383,0.0048061138
1.226,4119.9119,3478.7961,2908.2929,-0.50799917,2.6500158,1.0095084,1.8494225,0.3108737,2.1707637,5.9491122,7.5080993,0.0048050977
1.227,4119.3623,3478.2881,2907.9472,-0.508014,2.6481666,1.0091976,1.8491915,0.31084777,2.1705179,5.9488653,7.5090601,0.004804082
